cdf_0 cdf_1 model1_0 model2_0
1.9972805792744888 -0.6261034402211544 4.498851402717133 1.123671757178665
1.6833761512311336 -0.49959782831448407 4.406465367949186 1.24347711700192
2.0117665855595357 -0.5973026690400917 4.889282498826141 1.3233082904824802
1.6096780083989262 -0.561292629581222 4.794070330565223 1.2584336742136455
0.4397518522376387 -0.14083696062484585 4.890379152572077 1.4633594510847958
0.9091948314578863 -0.44559491477223084 4.853220947306444 1.294819415968723
0.9374278052983209 -0.3794940856470289 4.9131404498524915 1.3389959589945257
0.4040815992266942 -0.3688527692456075 5.120280244696055 1.175309604801957
1.0366053605549974 -0.6913124042878565 5.161746122590661 1.1583797914621656
0.5215248269011088 -0.5540902041554497 4.999181510098605 1.2838558235086301
2.3007138245736254 -0.7713502699111158 4.63763525436854 0.7989018290393857
2.7817189892923055 -0.46253969009427043 4.863769897809712 1.4961848176011858
2.001010833704017 -0.40827844997223983 4.781890200627354 1.4232373664514266
2.4019791864302795 -0.4328020470157632 4.638184471089005 1.5000858359506761
1.0020752446534238 -0.9867834005527656 4.908102419033108 1.5357571480662382
1.88638972222345 -0.40789621754792776 4.246980489597207 1.5466756340675576
2.3096385925406167 -0.8853521705549604 4.1207262847582795 1.5750948739645447
1.2274293126550035 -0.5316099001917116 4.966486023511533 1.6398013800065228
0.47525388523844814 -0.33438580443305466 5.027657058929837 1.7663650867372884
1.132529863419653 -0.7324871278371781 5.365613652389031 1.152646812936919
1.0870828301483892 -0.7348834122361392 4.708525168357667 1.1945270364780516
0.1354757755162882 -0.21667014969992 5.232391210690633 1.4804316259521713
0.7301367847320676 -0.45122758295564147 4.94370638729125 1.4599121935118398
2.4562089875679685 -0.5693427258470211 5.178857304681304 1.6081382831703346
1.9487656750163798 -0.6193694939148606 4.5070531668209055 0.9192452833897312
1.8277557145649934 -0.30329635125772914 4.7068849853330645 1.1392220972255307
